Details,Accession,Release_Date,Species,Genus,Family,Length,Nuc._Completeness,Genotype,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
,KY581692,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Homo sapiens,"lung, oronasopharynx",2014-04-15,,"Middle East respiratory syndrome-related coronavirus strain Hu/UAE_025_2014, complete genome"
,KY581696,2017-12-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus,oronasopharynx,2014-03-12,,"Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-B_2014, complete genome"
,MG011341,2017-10-03T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-03-06,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Qasim-KSA-13922/2016, complete genome"
,MG011360,2017-10-03T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2017-01-23,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-K17000887/2017, complete genome"
,MG366883,2017-12-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-06-15,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-10024/2017, complete genome"
,MG011354,2017-10-03T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-06-16,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-20570/2016, complete genome"
,MG011358,2017-10-03T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-09-21,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-24241/2016, complete genome"
,MG011353,2017-10-03T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-06-01,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-19949/2016, complete genome"
,MF618252,2017-10-25T00:00:00Z,Murine coronavirus,Betacoronavirus,Coronaviridae,29947,complete,,USA,Mus musculus,,2014-01-16,,"Murine hepatitis virus strain A59 isolate WT-MHV P250, complete genome"
,AY394989,2004-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29736,complete,,,,,,,"SARS coronavirus HZS2-D, complete genome"
,KM349742,2015-01-04T00:00:00Z,China Rattus coronavirus HKU24,Betacoronavirus,Coronaviridae,31249,complete,,China,Rattus norvegicus,,2012-05-17,,"Betacoronavirus HKU24 strain HKU24-R05005I, complete genome"
,KR011265,2015-05-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-01-26,,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh-KSA-2466/2015, complete genome"
,KR011264,2015-05-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-01-21,,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh-KSA-2343/2015, complete genome"
,KR011263,2015-05-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-01-21,,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh-KSA-2345/2015, complete genome"
,KM349744,2015-01-04T00:00:00Z,China Rattus coronavirus HKU24,Betacoronavirus,Coronaviridae,31249,complete,,China,Rattus norvegicus,,2012-05-17,,"Betacoronavirus HKU24 strain HKU24-R05010I, complete genome"
,KP886809,2015-08-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29723,complete,,China,Rhinolophus ferrumequinum,,2013-05-23,,"Bat SARS-like coronavirus YNLF_34C, complete genome"
,MN514965,2019-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30799,complete,,Nigeria,Camelus dromedarius,,2015-11-23,,"Dromedary camel coronavirus HKU23 isolate DcCoV-HKU23/camel/Nigeria/NV1092/2015, complete genome"
,MN514964,2019-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30780,complete,,Nigeria,Camelus dromedarius,,2015-11-20,,"Dromedary camel coronavirus HKU23 isolate DcCoV-HKU23/camel/Nigeria/NV1010/2015, complete genome"
,MN507638,2019-10-23T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30033,complete,,Qatar,Lama glama,oronasopharynx,,,"Middle East respiratory syndrome-related coronavirus isolate llama-passaged-Qatar15, complete genome"
,DQ648857,2006-07-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29741,complete,,,,,,,"Bat coronavirus (BtCoV/279/2005), complete genome"
,DQ648856,2006-07-19T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29704,complete,,,,,,,"Bat coronavirus (BtCoV/273/2005), complete genome"
,AY686863,2005-07-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29499,complete,,,Paradoxurus hermaphroditus,,,,"SARS coronavirus A022, complete genome"
,DQ011855,2005-12-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30480,complete,,Belgium,,,,,"Porcine hemagglutinating encephalomyelitis virus strain VW572, complete genome"
,DQ415896,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29860,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N19 genotype A, complete genome"
,AY864805,2006-06-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29751,complete,,China,,,,,"SARS coronavirus BJ162, complete genome"
,MG757595,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-08-24,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-005D1S/2015, complete genome"
,MH121121,2018-12-25T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30722,complete,,USA,Homo sapiens,oronasopharynx,2016-12-19,,"Human coronavirus OC43 isolate HCoV-OC43/USA/ACRI_0213/2016, complete genome"
,DQ640652,2006-06-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29746,complete,,China,Homo sapiens,lung,,,"SARS coronavirus GDH-BJH01, complete genome"
,MG757142,2019-02-05T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30939,complete,,France,Bos taurus,lung,2014,,"Bovine coronavirus isolate ICSA-pool-LBA, complete genome"
,MK357909,2019-01-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29797,complete,,Kenya,Camelus dromedarius,,2017-04-21,,"Middle East respiratory syndrome-related coronavirus isolate 011/LOM/C20/F<1, complete genome"
,MG596803,2018-01-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30039,complete,,Italy,Pipistrellus kuhlii,,2011,,"Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/P.khulii/Italy/206645-63/2011, complete genome"
,AY395002,2004-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29350,complete,,,,,,,"SARS coronavirus LC5, complete genome"
,KT121579,2015-11-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29751,complete,,Saudi Arabia,Homo sapiens,,2014-04-30,,"Middle East respiratory syndrome coronavirus isolate KFMC-8, complete genome"
,MN723542,2019-12-18T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30120,complete,,Saudi Arabia,Homo sapiens,,2017-08-01,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jeddah-KSA-173RS1101/2017, complete genome"
,MK967708,2019-12-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30106,complete,,Egypt,Camelus,,2018,,"Middle East respiratory syndrome-related coronavirus isolate Merscov/Egypt/Camel/AHRI-FAO-1/2018, complete genome"
,MK211378,2019-06-30T00:00:00Z,Coronavirus BtRs-BetaCoV/YN2018D,Betacoronavirus,Coronaviridae,30213,complete,,China,Rhinolophus affinis,,2016-09,,"Coronavirus BtRs-BetaCoV/YN2018D, complete genome"
,DQ415906,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29857,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N9 genotype A, complete genome"
,DQ415899,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29905,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N22 genotype C, complete genome"
,DQ415905,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29857,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N7 genotype A, complete genome"
,DQ415902,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29845,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N25 genotype B, complete genome"
,DQ415904,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29295,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N6 genotype A, complete genome"
,DQ415900,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29812,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N23 genotype A, complete genome"
,KF923913,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-06,,"Human coronavirus OC43 isolate 5485/2007, complete genome"
,DQ415901,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,30097,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N24 genotype A, complete genome"
,KF923918,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2010-05,,"Human coronavirus OC43 isolate 10108/2010, complete genome"
,DQ415897,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29845,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N20 genotype C, complete genome"
,DQ415907,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29887,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N10 genotype A, complete genome"
,MG197711,2018-09-16T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30544,complete,,China,,oronasopharynx,2015-06-09,,"Human coronavirus OC43 strain BJ-164, complete genome"
,MG197714,2018-09-16T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30551,complete,,China,,oronasopharynx,2015-07-13,,"Human coronavirus OC43 strain CC-23, complete genome"
,MG197713,2018-09-16T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30495,complete,,China,,oronasopharynx,2015-08-14,,"Human coronavirus OC43 strain BJ-221, complete genome"
,MG197717,2018-09-16T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30524,complete,,China,,oronasopharynx,2015-07-06,,"Human coronavirus OC43 strain WZ-522, complete genome"
,MN365233,2019-09-04T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2019-02-15,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-19003852/2019, complete genome"
,AY884001,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29815,complete,,,,,,,"Human coronavirus HKU1 genotype B, complete genome"
,DQ415911,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29902,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N15 genotype B, complete genome"
,DQ415910,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29797,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N14 genotype A, complete genome"
,DQ415914,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29887,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N18 genotype A, complete genome"
,DQ415913,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29785,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N17 genotype C, complete genome"
,DQ415912,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29845,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N16 genotype C, complete genome"
,DQ339101,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29755,complete,,,,,,,"Human coronavirus HKU1 strain N5P8 genotype A/B recombinant, complete genome"
,NC_045512,2020-01-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,"refseq, complete",,China,Homo sapiens,,2019-12,,"Wuhan seafood market pneumonia virus isolate Wuhan-Hu-1, complete genome"
,KF923910,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-06,,"Human coronavirus OC43 isolate 5445/2007, complete genome"
,DQ648794,2006-07-19T00:00:00Z,Tylonycteris bat coronavirus HKU4,Betacoronavirus,Coronaviridae,30307,complete,,,,,,,"Bat coronavirus (BtCoV/133/2005), complete genome"
,MK303625,2019-03-30T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30668,complete,,,,,,SAMN10485244,"Human coronavirus OC43 isolate MDS16, complete genome"
,KM027261,2014-11-12T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29809,complete,,Saudi Arabia,Homo sapiens,,2014-04-15,,"Middle East respiratory syndrome coronavirus isolate Makkah_C9355/KSA/Makkah/2014-04-15, complete genome"
,KU886219,2016-06-13T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30975,complete,,China,Bos taurus,,2015-05-30,,"Bovine coronavirus strain BCV-AKS-01, complete genome"
,MK483839,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2018-08-16,,"Middle East respiratory syndrome-related coronavirus strain Hu/Albaha-KSA-0800H/2018, complete genome"
,MK462246,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30115,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2017-08-17,,"Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-173RS1570/2017, complete genome"
,MK462247,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2018-06-08,,"Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-182RS2449/2018, complete genome"
,MK462255,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30052,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2018-09-15,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18014504/2018, complete genome"
,MG757600,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-09-01,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-012D1S/2015, complete genome"
,NC_026011,2015-01-07T00:00:00Z,China Rattus coronavirus HKU24,Betacoronavirus,Coronaviridae,31249,"refseq, complete",,China,Rattus norvegicus,,2012-05-17,,"Betacoronavirus HKU24 strain HKU24-R05005I, complete genome"
,JX993987,2013-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29484,complete,,China,Rhinolophus pusillus,,2011-09,,"Bat coronavirus Rp/Shaanxi2011, complete genome"
,KU973692,2017-05-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29722,complete,,China,Chiroptera,,2012,,"UNVERIFIED: SARS-related coronavirus isolate F46, complete genome"
,MK039552,2018-11-19T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Jordan,Homo sapiens,"lung, oronasopharynx",2014-04-21,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011123/2014, complete genome"
,MK039553,2018-11-19T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Jordan,Homo sapiens,"lung, oronasopharynx",2014-05-23,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011858/2014, complete genome"
,MH940245,2018-10-29T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29811,complete,,Thailand,Homo sapiens,,2017-06-04,,"Human coronavirus HKU1 isolate SI17244, complete genome"
,MG977451,2018-07-02T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30722,complete,,Cote d'Ivoire,Homo sapiens,,2016-12-10,,"Human coronavirus OC43 isolate TNP 12636, complete genome"
,MG923471,2018-03-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29721,complete,,Burkina Faso,Camelus dromedarius,,2015-03-18,,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Burkina Faso/CIRAD-HKU785/2015, complete genome"
